shopNo,distCode,totalTransactions,meanTransactions,medianTransactions,maxTransactions,stdTransactions,totalOtherShopTrans,meanUtilization,meanPortability,totalRice,totalWheat,meanRiceWheatRatio,meanTransactionToCardRatio,totalRcs,volatilityCoeff,portabilityLoad,seasonalPeakTransactions,seasonalMeanTransactions,seasonalStdTransactions,seasonalPeakToMean,latitude,longitude,distName,shopStatus,pca1,pca2,pca3,kmeans_cluster,dbscan_cluster
3209005,929,4294,252.58823529411765,253.0,257,3.825225867994787,151,0.9218548733361958,0.03515926577130019,90890.0,0.0,0.0,0.9218548733361958,274.0,0.015144117316234601,0.0351653469958081,257,252.58823529411765,3.8252258679947806,1.0174662319515604,18.967458,79.83975,Manchiryala,Active,-1.983924681777077,-1.2839643012389605,-0.5436434814133606,1,0
3209006,929,6145,361.47058823529414,359.0,442,28.227020846741038,264,0.8647621728117084,0.04312722028519757,125721.0,0.0,0.0,0.8647621728117084,418.0,0.07808939859960905,0.042961757526444266,442,361.47058823529414,28.227020846741038,1.2227827502034174,19.035135,79.748133,Manchiryala,Active,-1.1363165330709952,-0.216567899420568,0.3055380884779905,1,0
3209007,929,5886,346.2352941176471,347.0,358,6.5529517372393515,100,0.8612818261633012,0.016968969584999067,118692.0,0.0,0.0,0.8612818261633012,402.0,0.018926296216967207,0.016989466530750934,358,346.2352941176471,6.552951737239352,1.033978933061502,18.918322,79.836511,Manchiryala,Active,-1.5514213427347192,-1.1484956183043802,0.2377102295169306,1,0
3209008,929,3039,178.76470588235293,177.0,203,10.526926259387789,185,0.8467601445491086,0.0583379543559902,56611.0,0.0,0.0,0.8467601445491086,211.11764705882354,0.05888705048028708,0.0608752879236591,203,178.76470588235293,10.52692625938779,1.1355709114840409,18.911144,79.876304,Manchiryala,Active,-2.4812062741043692,-0.34220522251901947,-0.5855947960150965,1,0
3209009,929,6453,379.5882352941176,378.0,392,8.023861473204565,326,0.8397969807391984,0.0504106903513041,122497.0,0.0,0.0,0.8397969807391984,452.0,0.02113833024089224,0.05051913838524717,392,379.5882352941176,8.023861473204548,1.0326979699364638,18.974851,79.777917,Manchiryala,Active,-1.3242239364520638,-1.0229940621769154,0.38439964923622155,1,0
3209010,929,4484,263.7647058823529,264.0,276,7.189657604544751,196,0.8941176470588235,0.04351024754944725,98945.0,0.0,0.0,0.8941176470588235,295.0,0.027257845512323988,0.043710972346119537,276,263.7647058823529,7.189657604544753,1.0463871543264942,18.990233,79.796132,Manchiryala,Active,-1.901224666689387,-1.0369051598632124,-0.3667216145653049,1,0
3209011,929,4688,275.7647058823529,277.0,290,13.08400460373613,186,0.838190595387091,0.039563045819067014,97900.0,0.0,0.0,0.838190595387091,329.0,0.04744626242822402,0.03967576791808874,290,275.7647058823529,13.08400460373613,1.0516211604095564,18.953839,79.921336,Manchiryala,Active,-1.9079102962409988,-0.698651864199731,-0.028165314915535096,1,0
3209012,929,8931,525.3529411764706,529.0,533,7.516159062900653,268,0.8478276009392182,0.030013830208886958,176686.0,0.0,0.0,0.8478276009392182,619.6470588235294,0.014306875385657943,0.030007837868099876,533,525.3529411764706,7.516159062900647,1.014556040756914,18.905371,79.936887,Manchiryala,Active,-0.4514703680649817,-1.3498406328970474,1.091634771604807,1,0
3209013,929,7209,424.05882352941177,416.0,560,35.48498025262818,194,0.8926469287405365,0.027054228626722326,146619.0,0.0,0.0,0.8926469287405365,475.05882352941177,0.08367938192463298,0.026910805937023167,560,424.05882352941177,35.48498025262818,1.3205715078374254,18.989303,79.926821,Manchiryala,Active,-0.6316904418961756,-0.11200031936823424,0.55355486851749,1,0
3209014,929,3778,222.23529411764707,221.0,240,8.63517089990628,214,0.9216941835388938,0.05622325212716817,80800.0,0.0,0.0,0.9216941835388938,241.11764705882354,0.0388559834034957,0.05664372683959767,240,222.23529411764707,8.63517089990628,1.0799364743250397,18.936333,79.922434,Manchiryala,Active,-2.067139774963068,-0.9013064542170849,-0.7227275355420036,1,0
3209015,929,7298,429.29411764705884,433.0,444,15.115243571814982,238,0.8317699172692333,0.032545657181315794,149265.0,0.0,0.0,0.8317699172692333,516.1176470588235,0.03520952873675729,0.03261167443135105,444,429.29411764705884,15.115243571814993,1.0342559605371333,19.011914,79.915591,Manchiryala,Active,-0.9753336919931376,-0.9613505817296418,0.7470951830113836,1,0
3209016,929,2451,144.1764705882353,144.0,149,2.698038503191879,43,0.8431372549019607,0.017497421072988757,50750.0,0.0,0.0,0.8431372549019607,171.0,0.018713445350576067,0.017543859649122806,149,144.1764705882353,2.698038503191885,1.0334557323541411,19.03077,79.886617,Manchiryala,Active,-2.8554010023008582,-0.881098051300205,-0.6253685839032013,1,0
3209017,929,2837,166.88235294117646,166.0,176,4.25561912271846,54,0.8972169512966477,0.018939133728614235,77117.0,0.0,0.0,0.8972169512966477,186.0,0.02550071381255334,0.01903419104688051,176,166.88235294117646,4.2556191227184605,1.0546351780049348,18.994716,79.713651,Manchiryala,Active,-2.522795050427965,-1.0045621356615257,-0.7322881688530297,1,0
3209018,929,4870,286.47058823529414,286.0,295,4.771237353386742,167,0.860272036742625,0.0342279152806594,93237.0,0.0,0.0,0.860272036742625,333.0,0.016655243328044068,0.03429158110882957,295,286.47058823529414,4.771237353386735,1.0297741273100616,19.017704,79.904905,Manchiryala,Active,-1.9166694015160495,-1.0717555047425316,-0.1021935414059643,1,0
3209019,929,5911,347.70588235294116,346.0,367,8.629634304841325,259,0.7921450541086407,0.04371406232341455,117482.0,0.0,0.0,0.7921450541086407,438.94117647058823,0.02481877570331628,0.04381661309423109,367,347.70588235294116,8.629634304841295,1.055489764845204,18.939961,79.940692,Manchiryala,Active,-1.5842775625029077,-0.772409272320986,0.5190247690320083,1,0
3209020,929,4414,259.6470588235294,261.0,269,6.1638175718318955,159,0.8348780026480046,0.03592005291449269,86858.0,0.0,0.0,0.8348780026480046,311.0,0.02373921584076625,0.036021748980516535,269,259.6470588235294,6.163817571831881,1.0360217489805166,18.955051,79.935463,Manchiryala,Active,-2.1011469888366916,-0.8922419921064484,-0.09932838361966718,1,0
3209021,929,1968,115.76470588235294,117.0,119,4.279740234008163,42,0.8807833634392449,0.02135570216204741,41134.0,0.0,0.0,0.8807833634392449,131.52941176470588,0.036969300801899786,0.021341463414634148,119,115.76470588235294,4.2797402340081625,1.0279471544715446,18.982216,79.865363,Manchiryala,Active,-2.9266163925933855,-0.8629351649890019,-0.9384529683029899,1,0
3209022,929,5077,298.6470588235294,298.0,313,6.234392276623571,284,0.8757978264619631,0.05582805383651063,101880.0,0.0,0.0,0.8757978264619631,341.0,0.020875451783061005,0.05593854638566082,313,298.6470588235294,6.23439227662355,1.0480598778806383,18.858208,79.890848,Manchiryala,Active,-1.7330223279531112,-1.0254127268700586,-0.17281417110730157,1,0
3209023,929,5915,347.94117647058823,347.0,367,11.031039095634265,785,0.9328181674814697,0.13228438467946557,123554.0,0.0,0.0,0.9328181674814697,373.0,0.03170374718948141,0.1327134404057481,367,347.94117647058823,11.031039095634279,1.0547759932375318,18.855345,79.915656,Manchiryala,Active,-1.0975488896851011,-1.0143499733020311,-0.4494635416278184,1,0
3209024,929,1669,98.17647058823529,98.0,103,2.789159687917831,44,0.8315934549293297,0.026241638953121496,37990.0,0.0,0.0,0.8315934549293297,118.05882352941177,0.028409655299342796,0.026363091671659677,103,98.17647058823529,2.7891596879178286,1.049131216297184,18.865484,79.953596,Manchiryala,Active,-3.1325551629822797,-0.6866790930164551,-0.8081066101136719,1,0
3209025,929,5381,316.52941176470586,316.0,342,11.319881001245243,272,0.7129040805511394,0.050222767757230245,105815.0,0.0,0.0,0.7129040805511394,444.0,0.035762493406647305,0.050548225236944806,342,316.52941176470586,11.319881001245257,1.0804683144396954,18.866741,79.923865,Manchiryala,Active,-1.8682400997153865,-0.32465982147484385,0.7693078692526569,1,0
3209026,929,6228,366.3529411764706,365.0,380,7.322407190181619,176,0.8618896307487369,0.028227066166563022,128437.0,0.0,0.0,0.8618896307487369,425.05882352941177,0.019987302863373076,0.028259473346178548,380,366.3529411764706,7.322407190181627,1.0372511239563262,18.865855,79.939847,Manchiryala,Active,-1.387106626968923,-1.1354091859149196,0.29900999540092404,1,0
3209027,929,8718,512.8235294117648,512.0,525,6.635466205528104,291,0.8420747609388582,0.03338240608478967,170095.0,0.0,0.0,0.8420747609388582,609.0,0.012939082988526928,0.033379215416379907,525,512.8235294117648,6.635466205528131,1.0237439779766,18.88804,79.854946,Manchiryala,Active,-0.5430526255375221,-1.3007543039369764,1.0494935832984007,1,0
3209028,929,6573,386.6470588235294,387.0,406,11.789514284262246,300,0.8827558420628525,0.045514164082078985,138816.0,0.0,0.0,0.8827558420628525,438.0,0.030491669379652853,0.045641259698767686,406,386.6470588235294,11.789514284262223,1.0500532481363152,18.854052,79.874704,Manchiryala,Active,-1.1322230863872915,-1.0760293126008829,0.2505895875547478,1,0
3209029,929,4959,291.70588235294116,292.0,302,6.131524136403129,43,0.8707638279192275,0.008635839544961483,101426.0,0.0,0.0,0.8707638279192275,335.0,0.021019542310718533,0.008671103044968743,302,291.70588235294116,6.131524136403129,1.035289372857431,18.885169,79.904082,Manchiryala,Active,-1.8850068098001556,-1.1206148979354251,-0.03494322916780739,1,0
3210001,929,8616,506.8235294117647,514.0,548,31.532196431024367,709,0.7656608001711485,0.08182470437673345,161011.0,0.0,0.0,0.7656608001711485,661.9411764705883,0.06221533650503879,0.08228876508820798,548,506.8235294117647,31.53219643102437,1.0812441968430826,18.935686,79.221011,Manchiryala,Active,-0.3544651662179223,-0.33892046340707216,1.3425148254748787,1,0
3210002,929,6839,402.29411764705884,400.0,441,24.343286307220176,903,0.8482437609170673,0.12935254496766319,125931.0,0.0,0.0,0.8482437609170673,474.29411764705884,0.06051116643116581,0.13203684749232344,441,402.29411764705884,24.343286307220197,1.0962128966223132,18.893944,79.203065,Manchiryala,Active,-0.8399481714120237,-0.42803224384769745,0.23162478718111157,1,0
3210003,929,7309,429.94117647058823,424.0,504,22.925069760622566,925,0.8078964379273977,0.12461698461497928,129143.0,0.0,0.0,0.8078964379273977,532.1764705882352,0.05332141003291608,0.12655630045149815,504,429.94117647058823,22.92506976062258,1.1722533862361473,18.953951,79.218204,Manchiryala,Active,-0.736101283058878,-0.21946720093715152,0.6058036416860539,1,0
3210004,929,8344,490.8235294117647,505.0,624,53.331786129518534,1511,0.9787021871684827,0.17894834480436803,160403.0,0.0,0.0,0.9787021871684827,502.4117647058824,0.10865776176915329,0.1810882070949185,624,490.8235294117647,53.33178612951854,1.2713326941514862,18.897412,79.205307,Manchiryala,Active,0.4172802914438967,0.006082504043434139,-0.06000147225907513,3,0
3210005,929,12254,720.8235294117648,717.0,748,14.685176599711216,664,0.7646713506584152,0.05406336151742787,230386.0,0.0,0.0,0.7646713506584152,942.6470588235294,0.020372776415463575,0.0541863881181655,748,720.8235294117648,14.685176599711268,1.03770197486535,18.871206,79.268595,Manchiryala,Active,0.7556228255683111,-1.1015446327677116,2.4275735402237353,1,0
3210006,929,8859,521.1176470588235,519.0,548,15.33330669221897,3026,0.9537811607781078,0.34117377930145215,161693.0,0.0,0.0,0.9537811607781078,546.3529411764706,0.02942388686846399,0.34157354103171916,548,521.1176470588235,15.33330669221896,1.0515859577830455,18.886433,79.225867,Manchiryala,Active,0.48987202048221046,-0.8382749706449121,-0.4906589825207151,3,0
3210007,929,8364,492.0,493.0,503,7.45821694508815,3633,0.9344281005106637,0.43423441794055667,153981.0,0.0,0.0,0.9344281005106637,526.5294117647059,0.015158977530666971,0.43436154949784794,503,492.0,7.458216945088149,1.0223577235772359,18.89208,79.21987,Manchiryala,Active,0.4286388236990998,-0.7700138559150126,-0.8285435693022839,3,0
3210008,929,15438,908.1176470588235,907.0,931,12.707686418764336,734,0.8825905832838785,0.04750335612883013,283094.0,0.0,0.0,0.8825905832838785,1029.0,0.013993436268881571,0.047545018784816685,931,908.1176470588235,12.707686418764295,1.0251975644513538,18.926779,79.254711,Manchiryala,Active,1.954166442984108,-1.7964214918667945,2.565975351643446,3,0
3210009,929,5843,343.70588235294116,331.0,414,37.94694438601472,728,0.8115382882863086,0.11708750390147955,111129.0,0.0,0.0,0.8115382882863086,422.88235294117646,0.11040528060281539,0.12459353072052028,414,343.70588235294116,37.94694438601472,1.2045182269382166,18.901455,79.201318,Manchiryala,Active,-1.1392711674897003,0.3627514785509811,0.2297044028911933,1,0
3210010,929,9373,551.3529411764706,554.0,571,12.722721684404796,1269,0.9243459406000876,0.13518277172188892,172381.0,0.0,0.0,0.9243459406000876,596.4705882352941,0.02307545808544559,0.1353888829616985,571,551.3529411764706,12.722721684404831,1.0356342686439775,18.89514,79.2624,Manchiryala,Active,0.09665270562885221,-1.2754395078576204,0.4511907440073874,1,0
3210011,929,12453,732.5294117647059,731.0,793,33.9523888096604,5439,1.0409246742634846,0.43629389772621163,241701.0,0.0,0.0,1.0409246742634846,703.7647058823529,0.04634952298757141,0.43676222596964587,793,732.5294117647059,33.95238880966039,1.0825503894643862,18.886699,79.209124,Manchiryala,Active,2.4444996752355364,-0.8631554492038751,-0.31721424594917386,3,0
3210012,929,6809,400.52941176470586,389.0,534,48.77514434506938,2463,0.5607882996023567,0.3581464632424212,131139.0,0.0,0.0,0.5607882996023567,714.0,0.12177668583730056,0.3617271258628286,534,400.52941176470586,48.77514434506938,1.3332354237039215,18.888928,79.204607,Manchiryala,Active,-0.38987820041774446,2.0146093269106182,1.2583228672521067,1,0
3210013,929,7949,467.5882352941176,466.0,508,27.23522265268225,4289,0.8769692399936089,0.5389285085203703,161283.0,0.0,0.0,0.8769692399936089,533.1764705882352,0.058246167454472045,0.539564725122657,508,467.5882352941176,27.235222652682268,1.0864259655302555,18.885552,79.213853,Manchiryala,Active,0.6622543476100402,0.1778672463035635,-0.8878301813444388,3,0
3210014,929,12698,746.9411764705883,748.0,797,19.356751368176745,5918,0.9484681609016571,0.4659689148134595,246965.0,0.0,0.0,0.9484681609016571,787.4705882352941,0.02591469312167307,0.4660576468735234,797,746.9411764705883,19.356751368176745,1.0670184280989132,18.883173,79.206227,Manchiryala,Active,2.3698700647282003,-0.7844726181206849,0.12799244963100603,3,0
3210015,929,4438,261.05882352941177,260.0,275,7.8299951168191475,513,0.8417907361455749,0.1154233599708245,86006.0,0.0,0.0,0.8417907361455749,310.11764705882354,0.029993221492998087,0.11559260928346102,275,261.05882352941177,7.829995116819153,1.0534024335286165,18.868418,79.280912,Manchiryala,Active,-1.899710626074739,-0.6771539275626126,-0.36683965276634445,1,0
3210016,929,6826,401.52941176470586,402.0,417,9.981969038338724,457,0.8139773028398045,0.0668814359517283,132766.0,0.0,0.0,0.8139773028398045,493.29411764705884,0.024859870151151233,0.06694989745092295,417,401.52941176470586,9.981969038338722,1.0385291532376209,18.888798,79.185037,Manchiryala,Active,-1.162022360847015,-0.8861409745298093,0.5818711465571,1,0
3210017,929,8024,472.0,472.0,486,9.414085191881366,813,0.9332460100229971,0.10123423903925381,150193.0,0.0,0.0,0.9332460100229971,505.7647058823529,0.019945095745511367,0.101321036889332,486,472.0,9.41408519188138,1.0296610169491525,18.887587,79.239848,Manchiryala,Active,-0.47911682014618234,-1.3397560055337319,0.1596984643434062,1,0
3210018,929,8944,526.1176470588235,526.0,542,8.061345676600594,284,0.762359741584495,0.03178738335364691,173233.0,0.0,0.0,0.762359741584495,690.1176470588235,0.01532232519031866,0.03175313059033989,542,526.1176470588235,8.061345676600617,1.0301878354203935,18.939645,79.233968,Manchiryala,Active,-0.5617385432361803,-1.016849211217915,1.5683055237001107,1,0
3210019,929,11701,688.2941176470588,690.0,705,9.074446993359647,773,0.9456052006263235,0.06599278888695083,214731.0,0.0,0.0,0.9456052006263235,727.8823529411765,0.01318396708718178,0.06606272968122383,705,688.2941176470588,9.074446993359638,1.0242714297923254,18.9057,79.240199,Manchiryala,Active,0.7368311521930129,-1.74988882183274,1.1509828026354254,1,0
3210020,929,22779,1339.9411764705883,1360.0,1413,66.66283689980058,7458,0.9731246456684481,0.3267322217049312,453254.0,0.0,0.0,0.9731246456684481,1376.9411764705883,0.04975056970440361,0.32740682207296196,1413,1339.9411764705883,66.66283689980057,1.0545239035954168,18.901929,79.201557,Manchiryala,Active,6.212699843795678,-1.3213184229790709,3.063182663299319,0,0
3210021,929,9516,559.7647058823529,558.0,599,15.270598431973388,982,0.810010279343244,0.1032149452026381,175461.0,0.0,0.0,0.810010279343244,691.0588235294117,0.02728038811933035,0.10319461958806221,599,559.7647058823529,15.270598431973399,1.0700924758301809,18.944435,79.200149,Manchiryala,Active,-0.05917548840187448,-0.8523598943289042,1.2386992092298246,1,0
3210022,929,8107,476.88235294117646,474.0,524,19.95270142405903,817,0.7842969528452618,0.10001019855086288,148922.0,0.0,0.0,0.7842969528452618,608.0,0.04183988210299784,0.10077710620451462,524,476.88235294117646,19.952701424059025,1.09880350314543,18.939653,79.203997,Manchiryala,Active,-0.5743463517117646,-0.49578181407775396,1.0155849370078234,1,0
3210023,929,6404,376.70588235294116,376.0,393,8.206435781464092,1651,0.8820902959008025,0.2577020840527874,124230.0,0.0,0.0,0.8820902959008025,427.05882352941177,0.021784729588521172,0.25780762023735165,393,376.70588235294116,8.206435781464085,1.0432542161149283,18.950908,79.213857,Manchiryala,Active,-0.7819582464277374,-0.7333483882813432,-0.48242294342722714,1,0
3210024,929,5031,295.94117647058823,294.0,320,11.188557705504842,265,0.817093682246985,0.05234804904906433,95314.0,0.0,0.0,0.817093682246985,362.1764705882353,0.03780669469162837,0.05267342476644802,320,295.94117647058823,11.188557705504863,1.0812959650168952,18.944427,79.17704,Manchiryala,Active,-1.8324763364127241,-0.623520928176924,0.12002265301992307,1,0
3211001,929,18308,1076.9411764705883,1074.0,1144,24.592861231044488,9271,0.9360663283110044,0.5062385447343832,356937.0,0.0,0.0,0.9360663283110044,1150.4705882352941,0.02283584449026416,0.5063906488966572,1144,1076.9411764705883,24.59286123104449,1.0622678610443521,18.896269,79.445181,Manchiryala,Active,4.715901844530713,-0.9987641648247058,1.4639171676036289,3,0
3211002,929,13789,811.1176470588235,802.0,874,21.88573266120303,6956,0.9857022195425706,0.5044402300396809,284148.0,0.0,0.0,0.9857022195425706,822.8823529411765,0.026982192707263142,0.5044600768728696,874,811.1176470588235,21.885732661202972,1.077525563855247,18.903256,79.462668,Manchiryala,Active,3.0252134698067086,-0.8604930248419904,0.08999745594096677,3,0
3211003,929,14911,877.1176470588235,887.0,963,44.287247533772586,8229,1.031752846954855,0.5514754701571136,318745.0,0.0,0.0,1.031752846954855,850.1176470588235,0.05049179854296385,0.5518744551002616,963,877.1176470588235,44.28724753377259,1.0979142914626785,18.884632,79.447083,Manchiryala,Active,3.920492330656214,-0.6446802584354977,0.022039366705786427,3,0
3211004,929,9145,537.9411764705883,536.0,551,8.88447092006112,7296,0.9360322741322055,0.7978972776576373,184786.0,0.0,0.0,0.9360322741322055,574.7058823529412,0.01651569225161717,0.7978130125751777,551,537.9411764705883,8.884470920061109,1.0242755604155276,18.876505,79.444836,Manchiryala,Active,1.702403734435643,-0.09830876826900484,-1.7797224389262367,3,0
3211006,929,13957,821.0,827.0,938,62.728582002146354,6695,0.7949021421898743,0.4784973374964487,283346.0,0.0,0.0,0.7949021421898743,1032.8235294117646,0.07640509379067766,0.47968761195099235,938,821.0,62.728582002146375,1.1425091352009744,18.882183,79.437472,Manchiryala,Active,3.18364444775169,0.45943831333861296,1.4646942998427959,3,0
3211007,929,13404,788.4705882352941,790.0,865,51.038120124886596,8851,1.1628597421481859,0.6590030254207052,261828.0,0.0,0.0,1.1628597421481859,678.0588235294117,0.06473053134311192,0.6603252760370039,865,788.4705882352941,51.03812012488661,1.097060578931662,18.872189,79.307378,Manchiryala,Active,3.7858224591318015,-0.5992986102413792,-1.447930142364128,3,0
3211008,929,12399,729.3529411764706,729.0,784,26.019082363888685,4237,1.0254675745368225,0.3411251763018254,260263.0,0.0,0.0,1.0254675745368225,711.2352941176471,0.03567419954723023,0.3417211065408501,784,729.3529411764706,26.019082363888714,1.0749253972094523,18.873098,79.426096,Manchiryala,Active,2.137212904141588,-1.1616060420569876,0.08912666800629847,3,0
3211009,929,14082,828.3529411764706,828.0,965,40.50916744465164,8458,0.9511645931779071,0.5999090666359865,262619.0,0.0,0.0,0.9511645931779071,870.8823529411765,0.048903269887734545,0.6006249112341997,965,828.3529411764706,40.50916744465164,1.1649623633006674,18.870086,79.442505,Manchiryala,Active,3.520014890525176,-0.08592114994714312,0.07616479475975718,3,0
3211010,929,5801,341.2352941176471,346.0,497,62.16060791587055,3622,0.409120143124669,0.6252078222708176,108178.0,0.0,0.0,0.409120143124669,834.0588235294117,0.18216347777448705,0.6243751077400448,497,341.2352941176471,62.160607915870536,1.456473021892777,18.864215,79.447406,Manchiryala,Active,-0.17163768018915776,3.7981613976264064,1.1883517937299546,2,0
3211011,929,9811,577.1176470588235,577.0,595,7.507349340322948,6768,0.9613889740894604,0.6897456442663298,179220.0,0.0,0.0,0.9613889740894604,600.2941176470588,0.013008351726173694,0.6898379370094792,595,577.1176470588235,7.5073493403229286,1.0309856283763124,18.865084,79.457694,Manchiryala,Active,1.678576587970704,-0.43521332203208135,-1.4375284694468708,3,0
3211012,929,7538,443.4117647058824,448.0,597,93.56018038108509,4240,0.8048394266137406,0.5474576311564641,163494.0,0.0,0.0,0.8048394266137406,550.9411764705883,0.21100067212502607,0.5624834173520827,597,443.4117647058824,93.56018038108508,1.3463783496948791,18.869321,79.45009,Manchiryala,Active,1.119187457193528,2.4141937144893424,-0.44854698551041666,3,0
3211013,929,15779,928.1764705882352,911.0,1006,47.80851819252198,11552,1.0083824154219114,0.7316873545737426,302771.0,0.0,0.0,1.0083824154219114,920.4705882352941,0.05150800489719714,0.7321123011597693,1006,928.1764705882352,47.80851819252198,1.0838456175930034,18.874887,79.449713,Manchiryala,Active,4.651401785546809,-0.20156426020855703,-0.3356484202428248,3,0
3211014,929,14837,872.7647058823529,851.0,938,44.97294938594292,6817,0.9971694343266316,0.4586176518253163,288381.0,0.0,0.0,0.9971694343266316,875.2352941176471,0.05152929430215203,0.4594594594594595,938,872.7647058823529,44.972949385942954,1.0747455685111547,18.88023,79.453159,Manchiryala,Active,3.4167856417218254,-0.7127281813327175,0.42518657223327677,3,0
3211015,929,17262,1015.4117647058823,978.0,1160,64.50974618568249,9201,0.9979817984152651,0.5323912840613427,329605.0,0.0,0.0,0.9979817984152651,1017.4705882352941,0.0635306271090605,0.5330205074730622,1160,1015.4117647058823,64.50974618568249,1.1423936971382227,18.896143,79.441842,Manchiryala,Active,4.77657777890798,-0.33331019511207555,0.8147466878413409,3,0
3211016,929,15119,889.3529411764706,919.0,1101,78.9999534623839,10085,1.02608679212416,0.6649956906407233,316678.0,0.0,0.0,1.02608679212416,866.7647058823529,0.08882857390439357,0.667041470996759,1101,889.3529411764706,78.99995346238389,1.2379787022951254,18.877392,79.445546,Manchiryala,Active,4.747490257765884,0.3911421751178743,-0.13849397156273177,3,0
3211017,929,14417,848.0588235294117,852.0,887,34.631038441395475,7727,0.926550658760752,0.5354607793324033,303969.0,0.0,0.0,0.926550658760752,915.2941176470588,0.04083565606601395,0.5359644863702573,887,848.0588235294117,34.63103844139551,1.0459180134563364,18.882114,79.44031,Manchiryala,Active,3.396284966010461,-0.5351657107908698,0.5009715472994377,3,0
3211018,929,10957,644.5294117647059,619.0,829,91.25247780681003,7633,0.8088859486223434,0.6941374423395609,208147.0,0.0,0.0,0.8088859486223434,796.8235294117648,0.14158000572380858,0.6966322898603632,829,644.5294117647059,91.25247780680999,1.2862097289404035,18.87138,79.440797,Manchiryala,Active,2.7745752992581796,1.968234167029229,-0.07944762984466645,3,0
3211019,929,14096,829.1764705882352,827.0,889,41.52895871274292,4680,1.0119245636225207,0.33275550951087957,254947.0,0.0,0.0,1.0119245636225207,819.4117647058823,0.05008458414561788,0.33200908059023837,889,829.1764705882352,41.52895871274289,1.0721481271282634,18.871034,79.428491,Manchiryala,Active,2.7130978230747624,-1.0052732766506132,0.5605769358912593,3,0
3211020,929,13598,799.8823529411765,827.0,952,69.42971477773509,6708,1.0219884120873939,0.49127626325916673,253078.0,0.0,0.0,1.0219884120873939,782.6470588235294,0.086799908164546,0.4933078393881453,952,799.8823529411765,69.42971477773511,1.1901750257390793,18.87142,79.42865,Manchiryala,Active,3.3829678781784374,-0.01371010437517262,-0.007392838682161142,3,0
3211021,929,13789,811.1176470588235,836.0,888,63.35996602048997,7720,1.01558276026753,0.5588694028030483,270246.0,0.0,0.0,1.01558276026753,798.6470588235294,0.07811439715340703,0.5598665603016898,888,811.1176470588235,63.359966020490006,1.0947856987453768,18.859728,79.446124,Manchiryala,Active,3.548050583158202,-0.17879962513092085,-0.19614623200715897,3,0
3211022,929,16669,980.5294117647059,989.0,1041,45.73034775597438,6321,1.0823311315671855,0.3786381897944663,333442.0,0.0,0.0,1.0823311315671855,905.9411764705883,0.04663842533154745,0.37920691103245546,1041,980.5294117647059,45.7303477559744,1.0616713660087589,18.862675,79.440955,Manchiryala,Active,4.041822362718251,-1.3465571588958873,0.6865163929332021,3,0
3211023,929,13076,769.1764705882352,766.0,813,12.650273189330937,4150,0.9658697624841238,0.31744044740371696,269322.0,0.0,0.0,0.9658697624841238,796.3529411764706,0.01644651607667681,0.3173753441419394,813,769.1764705882352,12.650273189330981,1.0569746099724686,18.874757,79.463573,Manchiryala,Active,2.1058811657839094,-1.309890612743889,0.6279209553067233,3,0
3211024,929,14269,839.3529411764706,814.0,917,45.20362426906523,7787,0.9918452217249626,0.5452893905085892,271828.0,0.0,0.0,0.9918452217249626,846.2352941176471,0.05385532360880993,0.5457285023477468,917,839.3529411764706,45.203624269065244,1.0925082346345223,18.863441,79.460434,Manchiryala,Active,3.4390910036701063,-0.42348613776950467,0.024690213677036638,3,0
3211025,929,11197,658.6470588235294,660.0,831,86.01739735111045,4770,0.8073015410818178,0.42168073734942224,213176.0,0.0,0.0,0.8073015410818178,815.8823529411765,0.13059710234606392,0.42600696615164774,831,658.6470588235294,86.01739735111049,1.2616772349736538,18.865293,79.454589,Manchiryala,Active,2.1284946784524394,1.2478493303361222,0.8824591039126413,3,0
3211026,929,8502,500.11764705882354,489.0,569,33.44750056607591,4799,0.8802893210657131,0.5639982465170843,157548.0,0.0,0.0,0.8802893210657131,568.1176470588235,0.06687926483454369,0.5644554222535874,569,500.11764705882354,33.44750056607588,1.137732298282757,18.870325,79.450354,Manchiryala,Active,0.9702383366238169,0.40779579403587723,-0.8453223233698971,3,0
3211027,929,13341,784.7647058823529,785.0,793,5.995096035143077,9070,0.9796598867815407,0.6798824777639156,259786.0,0.0,0.0,0.9796598867815407,801.0588235294117,0.007639354815788345,0.6798590810284086,793,784.7647058823529,5.99509603514308,1.0104939659695675,18.876223,79.452958,Manchiryala,Active,3.1196867584875214,-0.8260856624690232,-0.6564680222454918,3,0
3211028,929,12553,738.4117647058823,731.0,874,35.424318665871006,9152,0.9183563203958721,0.7288803832916056,228795.0,0.0,0.0,0.9183563203958721,804.0588235294117,0.04797366504579042,0.7290687485063332,874,738.4117647058823,35.424318665871,1.183621445072891,18.86379,79.45863,Manchiryala,Active,3.1662836190797656,0.37569815295916553,-0.5520994635027047,3,0
3211029,929,4030,237.05882352941177,256.0,326,66.72843339633721,331,0.4620302440952716,0.08286330930498251,71791.0,0.0,0.0,0.4620302440952716,513.0588235294117,0.28148470663467307,0.08213399503722084,326,237.05882352941177,66.72843339633724,1.3751861042183622,18.895223,79.478431,Manchiryala,Active,-2.1402388400134673,3.1059033499560225,1.7815501116919037,2,0
